timestamp,pm2_5,pm10,co2,tvoc,ozone,temperature,humidity
2025-07-22T10:00:00,17.7,34.7,642.0,54.6,34.1,31.2,68.4
2025-07-22T11:00:00,14.5,20.4,522.5,28.3,38.8,34.6,40.3
2025-07-22T12:00:00,15.3,29.5,617.7,69.2,58.1,34.5,59.1
2025-07-22T13:00:00,13.6,19.0,627.0,45.2,29.3,36.7,36.6
2025-07-22T14:00:00,16.6,25.4,531.4,66.5,42.0,35.1,25.3
2025-07-22T15:00:00,16.3,26.4,554.0,39.0,36.8,36.1,20.8
2025-07-22T16:00:00,6.1,15.2,484.2,27.4,51.2,34.9,33.6
2025-07-22T17:00:00,20.7,29.5,570.3,56.5,41.7,29.6,36.0
2025-07-22T18:00:00,32.3,46.8,663.0,50.0,41.4,28.9,21.8
2025-07-22T19:00:00,28.7,38.5,526.9,55.8,22.0,31.9,14.2
2025-07-22T20:00:00,20.9,38.4,599.4,69.5,39.6,29.9,40.7
2025-07-22T21:00:00,7.8,12.8,660.7,16.8,27.6,23.7,39.5
2025-07-22T22:00:00,12.5,28.0,518.9,13.6,37.6,27.9,37.8
2025-07-22T23:00:00,22.5,43.8,414.0,15.4,33.6,23.6,40.9
2025-07-23T00:00:00,21.0,39.8,357.5,63.2,14.2,25.4,58.0
2025-07-23T01:00:00,7.4,16.1,364.6,46.8,31.4,19.4,41.1
2025-07-23T02:00:00,9.7,14.1,428.2,62.1,13.6,20.4,66.5
2025-07-23T03:00:00,12.4,20.2,431.4,37.1,14.1,21.4,47.5
2025-07-23T04:00:00,12.7,16.2,418.1,34.8,40.4,20.2,58.6
2025-07-23T05:00:00,20.2,40.1,499.9,20.6,18.7,21.4,64.1
2025-07-23T06:00:00,16.5,27.8,359.1,73.8,37.0,25.9,71.2
2025-07-23T07:00:00,23.9,35.3,426.0,83.8,41.9,28.7,75.1
2025-07-23T08:00:00,36.8,52.0,600.8,93.2,27.5,30.3,52.3
2025-07-23T09:00:00,25.4,40.9,497.9,46.9,42.2,27.3,53.6
2025-07-23T10:00:00,17.0,29.4,547.9,44.3,42.8,28.6,61.8
2025-07-23T11:00:00,10.4,15.6,610.5,61.8,53.6,33.9,40.1
2025-07-23T12:00:00,17.5,28.0,637.3,33.6,30.4,30.9,40.1
2025-07-23T13:00:00,11.1,13.5,640.4,56.6,46.4,31.4,32.2
2025-07-23T14:00:00,8.4,13.8,601.7,31.3,26.1,33.3,48.3
2025-07-23T15:00:00,21.4,37.9,541.3,47.8,38.8,33.8,29.3
2025-07-23T16:00:00,9.0,10.0,601.7,25.2,59.4,34.8,22.0
2025-07-23T17:00:00,12.5,18.2,534.2,47.9,33.6,34.9,33.6
2025-07-23T18:00:00,20.8,28.2,560.5,90.8,39.1,33.8,24.0
2025-07-23T19:00:00,30.0,57.3,562.5,99.2,35.4,30.2,33.7
2025-07-23T20:00:00,14.9,29.8,523.9,96.1,10.8,25.2,14.4
2025-07-23T21:00:00,14.6,25.9,461.8,18.0,19.5,24.4,39.1
2025-07-23T22:00:00,10.2,18.7,660.0,41.2,26.8,23.5,24.0
2025-07-23T23:00:00,4.3,6.9,477.5,12.8,31.4,22.5,37.3
2025-07-24T00:00:00,20.4,21.9,456.2,18.6,30.2,21.5,34.1
2025-07-24T01:00:00,18.2,37.9,409.3,54.1,31.4,22.1,41.5
2025-07-24T02:00:00,9.9,20.2,422.5,40.2,25.4,24.3,45.2
2025-07-24T03:00:00,8.6,19.9,397.7,59.9,35.7,21.9,51.9
2025-07-24T04:00:00,14.5,29.0,423.3,36.9,37.6,22.2,58.4
2025-07-24T05:00:00,19.0,38.5,398.1,44.2,36.3,22.0,75.7
2025-07-24T06:00:00,12.4,21.3,413.7,28.7,21.3,26.0,79.5
2025-07-24T07:00:00,29.0,50.2,482.1,74.4,42.6,25.6,76.6
2025-07-24T08:00:00,40.7,64.6,425.6,89.7,14.9,28.0,58.0
2025-07-24T09:00:00,27.2,46.6,559.6,68.8,32.8,28.3,68.2
2025-07-24T10:00:00,9.5,14.7,482.4,15.5,45.6,28.4,67.2
2025-07-24T11:00:00,4.6,9.7,484.4,57.9,27.8,35.0,43.8
2025-07-24T12:00:00,7.9,19.3,562.7,33.5,45.9,34.7,34.5
2025-07-24T13:00:00,20.3,27.9,607.3,49.2,46.5,35.8,45.8
2025-07-24T14:00:00,22.8,31.7,537.3,64.8,28.1,36.1,34.5
2025-07-24T15:00:00,14.6,18.4,694.6,37.7,48.4,36.6,31.8
2025-07-24T16:00:00,12.2,30.1,684.8,56.8,54.4,31.8,35.8
2025-07-24T17:00:00,26.9,38.7,598.0,73.0,14.4,33.0,14.5
2025-07-24T18:00:00,38.2,62.7,491.3,91.6,37.7,33.2,19.6
2025-07-24T19:00:00,26.9,43.2,530.3,42.7,22.8,29.7,36.6
2025-07-24T20:00:00,16.4,36.2,470.5,52.7,23.6,29.5,42.6
2025-07-24T21:00:00,21.0,24.3,517.1,55.9,11.4,26.9,29.9
2025-07-24T22:00:00,13.1,28.5,524.5,24.2,23.5,26.5,31.0
2025-07-24T23:00:00,5.7,9.9,480.3,52.2,14.3,26.4,46.6
2025-07-25T00:00:00,4.1,7.2,392.8,33.7,41.4,25.6,31.0
2025-07-25T01:00:00,24.0,41.3,403.2,45.8,32.4,21.7,38.8
2025-07-25T02:00:00,20.1,28.0,386.5,21.9,39.8,24.9,66.8
2025-07-25T03:00:00,19.9,29.8,383.2,30.1,24.9,20.6,64.0
2025-07-25T04:00:00,9.6,16.7,463.1,61.6,29.2,21.2,64.4
2025-07-25T05:00:00,19.3,29.9,395.7,59.4,44.8,24.6,62.7
2025-07-25T06:00:00,7.0,16.9,362.1,39.7,42.6,25.6,66.0
2025-07-25T07:00:00,24.6,35.0,411.8,84.9,41.0,28.4,51.4
2025-07-25T08:00:00,30.5,52.9,638.7,80.7,23.7,29.3,64.9
2025-07-25T09:00:00,15.9,23.0,561.6,60.8,12.8,30.7,51.1
2025-07-25T10:00:00,17.2,39.5,547.3,45.9,32.0,30.2,55.1
2025-07-25T11:00:00,21.5,28.7,550.0,62.5,31.3,34.9,58.3
2025-07-25T12:00:00,18.4,29.6,546.5,21.3,27.6,33.8,51.6
2025-07-25T13:00:00,21.6,31.2,531.0,69.8,33.9,36.2,44.0
2025-07-25T14:00:00,22.3,33.1,610.8,15.1,45.3,35.3,26.6
2025-07-25T15:00:00,17.6,23.2,467.0,15.4,46.4,35.4,42.8
2025-07-25T16:00:00,4.9,13.2,619.9,13.9,23.5,35.2,18.7
2025-07-25T17:00:00,29.8,51.0,630.2,85.0,24.6,29.3,31.8
2025-07-25T18:00:00,22.9,40.1,538.5,70.1,20.4,28.2,22.6
2025-07-25T19:00:00,36.1,44.3,578.6,51.3,30.3,26.7,23.1
2025-07-25T20:00:00,20.9,38.1,560.7,77.6,17.6,29.3,33.8
2025-07-25T21:00:00,10.7,12.7,463.0,16.5,16.7,26.9,39.8
2025-07-25T22:00:00,21.0,34.4,549.6,37.5,34.8,27.3,37.5
2025-07-25T23:00:00,21.0,28.8,413.1,10.8,10.9,24.1,33.1
2025-07-26T00:00:00,21.2,35.5,362.7,46.9,14.8,21.8,57.7
2025-07-26T01:00:00,8.2,21.6,369.9,51.9,26.6,21.2,39.2
2025-07-26T02:00:00,13.1,19.0,442.1,34.6,13.8,19.9,64.0
2025-07-26T03:00:00,9.8,20.1,424.1,58.2,35.0,22.2,73.0
2025-07-26T04:00:00,17.2,35.9,367.5,65.3,11.2,24.5,69.5
2025-07-26T05:00:00,4.1,12.5,429.3,27.1,29.7,25.5,76.8
2025-07-26T06:00:00,12.7,21.5,376.0,70.8,35.5,27.3,65.3
2025-07-26T07:00:00,30.3,35.0,373.9,89.8,37.3,28.9,56.1
2025-07-26T08:00:00,25.8,43.2,522.6,81.2,16.1,27.9,64.2
2025-07-26T09:00:00,20.5,27.2,518.9,50.7,12.0,28.6,63.4
2025-07-26T10:00:00,19.7,34.3,503.2,44.7,23.8,28.6,53.2
2025-07-26T11:00:00,15.2,26.7,596.3,32.5,30.4,31.3,40.1
2025-07-26T12:00:00,11.0,13.8,606.2,69.1,35.6,34.3,36.5
2025-07-26T13:00:00,12.1,29.4,509.8,20.4,34.2,30.9,48.4
2025-07-26T14:00:00,13.6,24.2,545.1,15.9,48.2,31.6,37.3
2025-07-26T15:00:00,15.5,33.9,553.3,47.7,20.7,32.4,43.7
2025-07-26T16:00:00,10.9,19.8,617.7,52.4,50.8,30.4,41.1
2025-07-26T17:00:00,23.1,29.8,527.8,31.1,10.2,34.8,39.7
2025-07-26T18:00:00,25.1,54.7,423.2,45.1,36.7,32.4,18.6
2025-07-26T19:00:00,26.2,48.3,633.6,62.2,27.6,27.6,35.6
2025-07-26T20:00:00,4.6,5.2,650.4,94.8,24.8,26.5,24.7
2025-07-26T21:00:00,5.8,14.2,476.0,19.7,44.9,28.7,29.8
2025-07-26T22:00:00,6.1,11.2,535.3,24.0,30.7,22.2,41.8
2025-07-26T23:00:00,9.4,18.5,363.7,16.5,14.6,21.4,41.5
2025-07-27T00:00:00,5.7,12.2,446.1,29.5,31.0,24.6,45.5
2025-07-27T01:00:00,15.6,16.5,467.1,52.2,10.7,20.1,58.8
2025-07-27T02:00:00,7.1,7.9,387.5,17.5,22.1,21.7,45.5
2025-07-27T03:00:00,18.3,32.3,438.7,62.8,41.7,20.3,53.5
2025-07-27T04:00:00,9.9,15.1,430.5,31.4,31.3,22.2,68.7
2025-07-27T05:00:00,18.2,28.9,444.2,51.3,26.9,23.2,70.6
2025-07-27T06:00:00,12.6,28.6,404.2,56.9,44.1,25.2,57.6
2025-07-27T07:00:00,31.1,37.3,374.3,73.6,25.9,24.8,74.9
2025-07-27T08:00:00,6.9,9.3,652.6,74.9,33.7,29.2,54.1
2025-07-27T09:00:00,23.6,32.5,604.4,63.0,38.6,31.0,52.9
2025-07-27T10:00:00,16.6,24.5,608.9,55.5,35.7,29.0,63.0
2025-07-27T11:00:00,6.7,14.2,475.2,65.5,29.9,31.3,48.4
2025-07-27T12:00:00,15.5,23.5,623.4,15.3,37.0,34.7,52.2
2025-07-27T13:00:00,14.2,17.8,624.9,37.7,56.6,35.9,38.1
2025-07-27T14:00:00,7.7,9.1,623.0,61.8,40.2,35.3,30.8
2025-07-27T15:00:00,18.1,22.2,692.0,14.5,44.3,33.9,32.3
2025-07-27T16:00:00,6.0,20.5,575.6,13.2,58.5,33.6,20.5
2025-07-27T17:00:00,17.8,32.4,497.1,91.3,36.5,33.7,27.3
2025-07-27T18:00:00,29.0,48.6,528.7,95.4,31.9,33.3,39.2
2025-07-27T19:00:00,20.3,38.8,586.7,43.0,19.4,32.0,18.8
2025-07-27T20:00:00,6.7,15.9,486.2,62.0,20.8,25.6,25.5
2025-07-27T21:00:00,17.9,22.6,683.1,55.6,30.1,25.0,24.9
2025-07-27T22:00:00,3.0,3.9,574.2,25.9,32.3,24.9,26.5
2025-07-27T23:00:00,7.2,10.3,366.5,59.2,34.2,21.5,29.8
2025-07-28T00:00:00,21.4,38.0,449.7,51.0,43.8,21.2,51.7
2025-07-28T01:00:00,8.2,8.2,419.2,27.6,41.1,23.2,42.9
2025-07-28T02:00:00,16.1,22.7,476.6,40.2,25.2,21.4,42.2
2025-07-28T03:00:00,18.0,27.4,433.2,41.5,18.8,19.3,47.5
2025-07-28T04:00:00,7.2,18.4,474.1,29.2,44.0,25.1,57.6
2025-07-28T05:00:00,9.4,20.1,481.3,20.1,44.0,24.8,68.5
2025-07-28T06:00:00,15.6,21.6,466.5,42.3,26.9,26.4,77.0
2025-07-28T07:00:00,20.3,36.4,423.4,72.3,40.7,23.5,57.9
2025-07-28T08:00:00,40.0,70.9,477.1,94.1,38.8,28.8,68.5
2025-07-28T09:00:00,26.7,38.7,481.6,30.5,29.3,28.5,71.5
2025-07-28T10:00:00,13.0,16.7,453.9,47.2,58.7,28.8,66.2
2025-07-28T11:00:00,21.3,31.6,618.1,43.4,27.1,32.5,49.5
2025-07-28T12:00:00,10.0,23.8,684.5,46.5,48.5,34.5,35.5
2025-07-28T13:00:00,7.0,14.5,565.8,26.1,50.1,35.7,44.9
2025-07-28T14:00:00,4.1,2.8,575.2,18.3,36.7,32.8,33.7
2025-07-28T15:00:00,5.1,14.6,560.0,13.3,46.1,31.8,42.8
2025-07-28T16:00:00,14.7,18.0,679.3,60.9,36.3,30.5,36.1
2025-07-28T17:00:00,18.3,20.6,476.8,57.5,17.4,34.6,21.5
2025-07-28T18:00:00,28.7,36.6,603.0,82.5,16.0,31.3,18.9
2025-07-28T19:00:00,22.1,31.5,560.5,70.3,42.8,26.7,28.9
2025-07-28T20:00:00,23.6,37.9,627.2,81.7,25.4,28.8,15.6
2025-07-28T21:00:00,19.1,31.7,534.7,63.8,26.3,26.3,37.4
2025-07-28T22:00:00,17.9,22.2,549.1,31.7,41.7,26.0,49.5
2025-07-28T23:00:00,12.2,26.5,388.6,49.9,44.1,22.8,29.0
2025-07-29T00:00:00,16.1,23.5,436.1,27.1,17.3,21.0,38.6
2025-07-29T01:00:00,15.6,22.2,389.7,18.7,15.9,20.2,58.0
2025-07-29T02:00:00,5.8,4.7,433.7,12.1,38.2,20.5,67.8
2025-07-29T03:00:00,6.1,16.1,381.1,18.7,31.4,22.3,72.5
2025-07-29T04:00:00,9.6,14.1,438.5,42.2,23.7,19.9,76.6
2025-07-29T05:00:00,18.5,31.6,474.5,31.7,19.2,21.4,53.4
2025-07-29T06:00:00,5.5,3.6,464.4,59.4,34.3,27.8,52.0
2025-07-29T07:00:00,29.4,38.6,428.3,68.1,22.3,26.0,78.0
2025-07-29T08:00:00,26.0,35.6,472.6,45.2,44.9,26.4,56.1
2025-07-29T09:00:00,33.5,54.7,603.4,17.8,41.6,28.8,55.9
2025-07-29T10:00:00,15.0,16.0,493.3,32.4,29.7,29.2,66.0
2025-07-29T11:00:00,8.6,9.1,511.3,17.5,36.9,30.5,54.5
2025-07-29T12:00:00,22.0,34.9,618.6,62.6,52.0,34.8,46.6
2025-07-29T13:00:00,12.8,20.9,519.9,45.5,32.4,36.1,31.6
2025-07-29T14:00:00,10.2,17.7,537.7,62.9,49.8,32.1,46.5
2025-07-29T15:00:00,19.8,30.8,615.5,48.1,36.1,31.0,26.9
2025-07-29T16:00:00,11.6,18.1,526.1,53.0,51.8,34.7,14.5
2025-07-29T17:00:00,22.8,39.4,584.2,87.4,24.9,33.2,33.8
2025-07-29T18:00:00,35.5,49.2,578.4,83.1,38.8,32.0,36.0
2025-07-29T19:00:00,29.5,41.3,458.3,60.9,43.5,27.6,31.3
2025-07-29T20:00:00,11.7,18.3,670.1,65.6,13.2,25.4,16.9
2025-07-29T21:00:00,4.6,11.0,557.9,40.0,11.6,25.9,20.9
2025-07-29T22:00:00,10.9,21.6,494.5,56.4,34.3,24.0,46.0
2025-07-29T23:00:00,11.0,25.7,455.1,39.6,37.8,21.3,43.8
2025-07-30T00:00:00,14.4,19.5,372.0,64.2,18.5,24.8,34.0
2025-07-30T01:00:00,6.9,5.2,377.4,62.8,21.7,24.0,46.1
2025-07-30T02:00:00,23.2,32.0,468.2,18.2,27.7,23.6,59.7
2025-07-30T03:00:00,14.0,26.2,439.7,22.6,29.8,21.7,47.0
2025-07-30T04:00:00,4.9,11.1,449.7,54.2,27.0,22.1,65.5
2025-07-30T05:00:00,10.1,15.4,410.2,15.1,11.4,25.4,74.0
2025-07-30T06:00:00,5.0,7.7,374.7,47.0,36.8,25.5,67.7
2025-07-30T07:00:00,36.3,66.7,480.3,86.3,38.8,27.5,71.4
2025-07-30T08:00:00,32.9,55.1,475.7,77.0,16.9,28.0,61.1
2025-07-30T09:00:00,20.2,33.5,635.0,25.7,26.0,29.2,69.0
2025-07-30T10:00:00,8.7,13.1,559.5,17.4,45.9,30.8,60.5
2025-07-30T11:00:00,4.5,11.0,528.1,41.8,57.0,30.2,39.0
2025-07-30T12:00:00,14.2,24.1,553.4,33.6,33.8,32.6,56.4
2025-07-30T13:00:00,20.4,28.0,463.4,28.2,30.8,33.2,27.0
2025-07-30T14:00:00,18.6,23.3,651.7,30.1,58.8,36.7,43.0
2025-07-30T15:00:00,10.6,19.2,630.9,63.8,28.6,35.8,18.9
2025-07-30T16:00:00,7.6,16.0,558.2,44.9,45.7,35.6,36.0
2025-07-30T17:00:00,21.9,39.1,670.2,83.2,39.6,29.4,39.4
2025-07-30T18:00:00,22.5,46.3,519.6,92.5,24.3,33.4,22.3
2025-07-30T19:00:00,37.3,50.6,561.0,64.2,26.4,29.7,11.3
2025-07-30T20:00:00,5.7,5.1,506.5,49.0,24.0,28.0,15.2
2025-07-30T21:00:00,17.6,20.8,628.8,18.0,17.8,23.5,18.5
2025-07-30T22:00:00,17.4,27.7,552.4,45.9,36.7,24.8,31.6
2025-07-30T23:00:00,14.4,18.0,430.6,35.1,13.7,25.3,53.5
2025-07-31T00:00:00,20.3,30.1,355.0,57.8,35.2,24.7,50.3
2025-07-31T01:00:00,5.3,11.6,486.0,17.0,42.8,21.9,52.2
2025-07-31T02:00:00,6.5,15.1,412.8,12.3,44.8,20.9,54.5
2025-07-31T03:00:00,4.3,12.8,483.6,67.0,42.5,21.4,48.0
2025-07-31T04:00:00,11.2,16.1,387.4,65.5,32.1,22.5,75.5
2025-07-31T05:00:00,4.5,5.6,366.6,62.4,19.7,24.6,54.8
2025-07-31T06:00:00,18.6,39.1,418.3,84.6,43.9,26.8,78.3
2025-07-31T07:00:00,34.9,51.7,422.1,92.2,35.2,24.9,75.6
2025-07-31T08:00:00,36.4,49.1,537.3,96.6,42.2,29.3,48.4
2025-07-31T09:00:00,40.0,68.0,565.9,21.0,40.3,29.8,61.8
2025-07-31T10:00:00,6.0,9.2,479.5,41.3,45.7,30.2,48.8
2025-07-31T11:00:00,23.1,36.9,564.5,19.5,57.4,33.2,58.7
2025-07-31T12:00:00,21.4,28.8,673.0,22.8,28.0,33.1,53.0
2025-07-31T13:00:00,11.5,23.5,525.3,29.3,29.5,33.5,50.5
2025-07-31T14:00:00,14.9,24.9,492.2,16.1,54.1,31.9,26.6
2025-07-31T15:00:00,20.1,24.5,651.0,40.2,50.4,33.9,43.5
2025-07-31T16:00:00,7.8,12.0,636.3,56.2,56.1,31.5,33.6
2025-07-31T17:00:00,21.1,37.4,458.7,78.7,27.1,34.6,25.8
2025-07-31T18:00:00,11.8,17.4,462.4,41.6,22.5,31.4,22.5
2025-07-31T19:00:00,33.8,62.6,521.5,63.0,21.5,31.8,22.0
2025-07-31T20:00:00,6.9,10.0,613.2,79.6,13.2,25.7,15.1
2025-07-31T21:00:00,11.3,20.2,482.5,40.8,23.1,26.2,29.3
2025-07-31T22:00:00,6.1,7.2,543.7,69.0,16.4,22.2,46.1
2025-07-31T23:00:00,10.0,11.1,368.2,64.9,35.1,24.4,45.0
2025-08-01T00:00:00,23.8,27.9,356.0,26.7,16.8,22.1,32.0
2025-08-01T01:00:00,15.6,25.2,394.0,69.1,21.0,19.8,45.8
2025-08-01T02:00:00,9.6,11.9,495.2,52.5,29.2,20.5,62.7
2025-08-01T03:00:00,12.2,13.5,446.9,27.2,18.5,19.9,50.8
2025-08-01T04:00:00,7.1,12.2,433.6,45.9,43.7,22.9,63.1
2025-08-01T05:00:00,11.4,28.2,393.8,41.9,19.5,24.0,66.0
2025-08-01T06:00:00,13.5,23.6,358.0,56.8,17.7,22.8,70.5
2025-08-01T07:00:00,35.4,46.5,411.4,104.1,36.1,27.7,74.1
2025-08-01T08:00:00,33.1,58.7,471.1,39.6,34.2,26.1,50.0
2025-08-01T09:00:00,16.5,18.5,543.4,57.0,38.5,29.5,57.4
2025-08-01T10:00:00,17.3,29.8,529.5,53.9,38.3,27.8,53.3
2025-08-01T11:00:00,8.8,11.2,523.7,27.0,60.3,31.9,51.0
2025-08-01T12:00:00,20.5,25.6,603.5,51.6,31.7,34.2,44.3
2025-08-01T13:00:00,21.4,28.6,471.6,35.3,31.3,30.5,25.0
2025-08-01T14:00:00,15.7,22.5,524.9,19.0,44.3,35.4,46.0
2025-08-01T15:00:00,22.0,35.9,540.6,56.3,49.5,33.5,19.2
2025-08-01T16:00:00,14.9,26.1,491.0,53.0,56.4,32.0,22.7
2025-08-01T17:00:00,17.3,23.8,477.8,65.3,16.7,33.0,35.5
2025-08-01T18:00:00,38.6,50.6,594.9,46.3,27.2,31.8,17.4
2025-08-01T19:00:00,28.4,46.4,454.2,38.3,37.9,30.0,26.6
2025-08-01T20:00:00,23.8,30.0,508.0,77.9,14.2,27.1,17.2
2025-08-01T21:00:00,22.7,39.4,586.8,18.5,34.8,22.9,39.0
2025-08-01T22:00:00,13.3,24.7,500.8,63.3,12.2,23.0,35.6
2025-08-01T23:00:00,19.1,25.2,416.2,48.0,29.8,25.1,44.7
2025-08-02T00:00:00,20.7,28.7,489.0,41.9,10.6,20.2,56.8
2025-08-02T01:00:00,7.9,17.7,421.8,30.2,20.3,22.5,63.5
2025-08-02T02:00:00,18.7,28.2,462.5,28.7,19.9,23.2,43.8
2025-08-02T03:00:00,2.0,2.0,460.2,66.3,35.6,20.7,64.4
2025-08-02T04:00:00,12.5,20.6,413.7,51.0,23.3,21.7,66.2
2025-08-02T05:00:00,13.3,16.7,383.7,36.9,24.2,22.9,64.3
2025-08-02T06:00:00,3.0,10.3,393.3,69.4,24.1,25.8,79.6
2025-08-02T07:00:00,7.4,10.8,357.5,98.1,19.3,24.6,73.8
2025-08-02T08:00:00,32.3,37.6,664.3,91.8,19.4,27.7,70.3
2025-08-02T09:00:00,15.8,19.4,594.1,43.7,39.1,31.2,66.8
2025-08-02T10:00:00,6.5,12.8,490.1,10.9,41.2,27.2,47.6
2025-08-02T11:00:00,15.8,20.0,488.5,48.0,47.6,32.6,49.5
2025-08-02T12:00:00,19.0,21.6,590.4,50.0,55.4,34.8,36.1
2025-08-02T13:00:00,14.8,30.7,555.1,33.6,47.7,32.0,36.2
2025-08-02T14:00:00,16.4,28.4,623.8,34.1,29.0,31.3,36.1
2025-08-02T15:00:00,16.0,17.6,484.4,55.6,28.3,32.6,40.3
2025-08-02T16:00:00,9.9,25.9,558.7,37.5,26.3,30.2,25.0
2025-08-02T17:00:00,22.3,37.9,515.7,91.3,24.1,29.5,35.0
2025-08-02T18:00:00,20.0,32.3,624.5,32.2,36.7,29.9,38.6
2025-08-02T19:00:00,17.8,20.1,470.4,62.7,35.8,30.8,25.0
2025-08-02T20:00:00,8.9,22.7,492.2,72.6,39.0,25.2,41.7
2025-08-02T21:00:00,6.1,11.8,535.0,35.4,32.4,26.8,22.4
2025-08-02T22:00:00,7.6,18.2,516.7,38.3,13.7,24.9,25.4
2025-08-02T23:00:00,6.0,20.1,443.8,49.7,17.8,23.5,54.7
2025-08-03T00:00:00,3.7,7.1,353.6,53.0,32.1,20.3,32.3
2025-08-03T01:00:00,14.1,28.4,455.9,42.3,26.2,22.0,53.0
2025-08-03T02:00:00,2.9,11.9,463.9,47.8,19.3,20.6,57.1
2025-08-03T03:00:00,9.3,13.3,356.4,49.4,24.3,23.8,44.2
2025-08-03T04:00:00,1.2,7.1,440.5,20.4,31.6,23.6,62.6
2025-08-03T05:00:00,10.6,23.6,455.9,45.3,23.6,20.8,75.9
2025-08-03T06:00:00,8.1,22.9,472.4,65.8,19.5,26.2,65.8
2025-08-03T07:00:00,29.2,46.3,467.3,75.3,25.7,24.3,74.8
2025-08-03T08:00:00,27.2,42.9,571.2,53.3,16.1,26.5,53.9
2025-08-03T09:00:00,19.7,27.0,620.2,52.1,39.2,27.9,56.3
2025-08-03T10:00:00,15.8,20.0,572.3,68.9,31.6,31.7,44.1
2025-08-03T11:00:00,3.8,4.5,610.5,60.3,25.1,28.5,57.0
2025-08-03T12:00:00,17.6,22.4,422.6,14.6,51.0,32.0,31.2
2025-08-03T13:00:00,12.0,28.7,544.8,32.2,23.1,30.8,27.1
2025-08-03T14:00:00,9.4,9.5,630.9,35.1,24.0,33.7,33.4
2025-08-03T15:00:00,5.6,12.3,471.0,12.3,45.4,34.4,44.9
2025-08-03T16:00:00,17.4,27.3,685.5,10.2,58.6,29.5,13.8
2025-08-03T17:00:00,12.3,16.8,596.4,55.6,29.6,33.6,39.9
2025-08-03T18:00:00,28.1,48.9,542.9,102.3,13.4,27.3,20.7
2025-08-03T19:00:00,32.8,49.0,593.8,73.9,18.5,30.6,23.0
2025-08-03T20:00:00,3.2,0,477.5,38.6,39.5,24.2,23.7
2025-08-03T21:00:00,3.3,12.4,532.4,62.2,35.3,28.1,43.8
2025-08-03T22:00:00,6.9,14.4,562.3,18.7,29.7,25.0,22.3
2025-08-03T23:00:00,20.6,45.4,483.2,42.8,32.2,22.9,50.4
2025-08-04T00:00:00,19.6,27.9,413.9,65.9,27.7,22.6,54.2
2025-08-04T01:00:00,5.5,14.5,389.2,54.5,15.3,19.7,62.0
2025-08-04T02:00:00,12.2,22.7,446.6,69.4,12.6,21.7,59.5
2025-08-04T03:00:00,4.1,11.2,490.0,15.2,42.0,19.4,68.4
2025-08-04T04:00:00,22.3,25.4,486.7,44.4,34.0,23.1,67.0
2025-08-04T05:00:00,21.4,39.5,382.1,45.7,32.0,24.7,69.0
2025-08-04T06:00:00,12.7,21.3,353.3,61.1,25.6,21.4,60.3
2025-08-04T07:00:00,27.0,39.1,374.3,48.4,44.7,25.7,72.6
2025-08-04T08:00:00,18.0,28.1,557.6,76.8,24.9,29.0,49.4
2025-08-04T09:00:00,31.3,47.7,585.1,25.2,29.5,30.8,55.0
2025-08-04T10:00:00,9.5,12.7,555.6,50.0,53.5,27.6,61.4
2025-08-04T11:00:00,13.0,25.8,530.6,23.8,40.5,33.5,46.5
2025-08-04T12:00:00,11.3,17.1,551.5,36.1,44.8,31.3,38.8
2025-08-04T13:00:00,21.8,34.3,625.8,69.1,33.1,34.2,34.8
2025-08-04T14:00:00,22.8,37.3,535.2,59.0,40.3,31.7,37.2
2025-08-04T15:00:00,14.7,18.9,497.1,13.8,43.6,34.8,37.4
2025-08-04T16:00:00,14.7,33.5,569.8,18.7,38.0,31.4,29.4
2025-08-04T17:00:00,37.6,52.7,644.2,101.2,43.9,32.9,20.7
2025-08-04T18:00:00,33.8,63.9,560.5,82.7,36.9,27.4,24.5
2025-08-04T19:00:00,28.2,37.4,621.2,76.7,44.2,27.7,27.4
2025-08-04T20:00:00,21.5,34.0,480.9,91.6,35.7,24.7,37.4
2025-08-04T21:00:00,10.4,17.4,663.9,14.8,19.0,25.0,35.6
2025-08-04T22:00:00,17.3,22.9,520.7,17.3,35.0,22.6,43.5
2025-08-04T23:00:00,17.9,32.6,354.9,68.8,23.6,21.0,43.3
2025-08-05T00:00:00,19.9,33.6,411.9,28.9,32.4,23.2,50.0
2025-08-05T01:00:00,8.5,20.7,419.8,45.7,25.9,22.3,49.4
2025-08-05T02:00:00,12.8,15.5,401.4,34.0,39.2,19.7,48.9
2025-08-05T03:00:00,18.4,34.5,379.6,28.7,27.5,21.0,69.9
2025-08-05T04:00:00,6.6,20.0,369.8,25.9,16.5,22.3,47.6
2025-08-05T05:00:00,8.9,15.4,442.6,59.2,36.8,24.1,76.4
2025-08-05T06:00:00,21.0,28.1,384.4,63.0,44.7,25.8,61.8
2025-08-05T07:00:00,30.8,50.2,382.5,83.0,19.8,27.3,55.4
2025-08-05T08:00:00,14.4,24.8,568.3,37.9,10.7,25.6,72.1
2025-08-05T09:00:00,37.3,63.7,417.1,16.2,44.6,29.4,71.8
2025-08-05T10:00:00,10.2,11.6,518.3,58.1,46.2,27.5,69.9
2025-08-05T11:00:00,18.5,34.5,610.8,63.4,30.8,32.4,57.9
2025-08-05T12:00:00,5.1,5.0,590.4,56.6,35.4,30.7,46.4
2025-08-05T13:00:00,18.6,27.4,492.9,65.6,23.4,33.5,33.1
